Field,Trt,Date,Mean,Temp (°C),Rainfall (mm),Soil Moisture (%)
F2,T1,2023-11-20,0.83,18.1,53.6,35.7
F2,T1,2023-11-21,0.64,19.6,161.1,45.5
F2,T1,2023-11-22,0.78,19.5,183.6,27.6
F2,T1,2023-11-23,0.9,34.3,145.4,59.7
F2,T1,2023-11-24,0.83,19.3,40.8,33.0
F2,T1,2023-11-25,0.5,28.6,53.7,52.6
F2,T1,2023-11-26,0.68,24.6,193.1,29.7
F2,T1,2023-11-27,0.86,30.1,44.2,40.0
F2,T1,2023-11-28,0.68,30.4,124.5,39.0
F2,T1,2023-11-29,0.89,19.7,150.7,54.6
F2,T1,2023-11-30,0.94,30.7,81.6,59.3
F2,T1,2023-12-01,0.69,27.8,32.2,59.2
F2,T1,2023-12-02,0.85,30.1,13.2,50.5
F2,T1,2023-12-03,0.89,28.4,58.4,39.6
F2,T1,2023-12-04,0.56,24.4,48.8,34.0
F2,T1,2023-12-05,0.58,19.6,15.3,56.8
F2,T1,2023-12-06,0.77,22.9,107.0,45.1
F2,T1,2023-12-07,0.96,18.6,59.1,59.0
F2,T1,2023-12-08,0.69,15.5,29.5,21.1
F2,T1,2023-12-09,0.99,20.6,184.7,59.8
F2,T1,2023-12-10,0.8,15.7,16.3,39.3
F2,T1,2023-12-11,0.7,27.1,87.8,57.4
F2,T1,2023-12-12,0.77,28.9,179.3,25.9
F2,T1,2023-12-13,0.61,17.1,27.9,40.5
F2,T1,2023-12-14,0.66,23.5,196.5,26.3
F2,T1,2023-12-15,0.77,17.0,63.7,41.1
F2,T1,2023-12-16,0.97,22.8,13.0,35.5
F2,T1,2023-12-17,0.57,19.6,123.6,22.7
F2,T1,2023-12-18,0.73,27.2,84.4,20.8
F2,T1,2023-12-19,0.99,22.3,155.7,33.0
F2,T1,2023-12-20,0.74,22.8,68.5,20.9
F2,T1,2023-12-21,0.68,32.8,138.1,25.8
F2,T1,2023-12-22,0.8,32.8,140.0,25.9
F2,T1,2023-12-23,0.93,21.0,90.8,41.0
F2,T1,2023-12-24,0.93,33.6,185.9,20.3
F2,T1,2023-12-25,0.96,16.1,53.2,40.6
F2,T1,2023-12-26,0.74,27.1,95.9,57.4
F2,T1,2023-12-27,0.62,20.5,184.1,23.1
F2,T1,2023-12-28,0.8,28.6,101.1,47.8
F2,T1,2023-12-29,0.59,32.1,28.0,36.0
F2,T1,2023-12-30,0.54,25.9,133.9,57.6
F2,T1,2023-12-31,0.87,25.8,186.5,39.1
F2,T2,2021-01-01,0.78,26.9,82.0,53.5
F2,T2,2021-01-02,0.59,26.1,144.4,56.2
F2,T2,2021-01-03,0.94,25.2,128.6,35.8
F2,T2,2021-01-04,0.73,33.1,186.1,55.8
F2,T2,2021-01-05,0.57,32.0,189.7,34.4
F2,T2,2021-01-06,0.76,30.6,112.4,59.7
F2,T2,2021-01-07,0.73,29.3,158.5,39.8
F2,T2,2021-01-08,0.93,25.9,82.3,24.3
F2,T2,2021-01-09,0.7,29.7,184.3,30.1
F2,T2,2021-01-10,0.68,18.1,138.1,58.4
F2,T2,2021-01-11,0.82,27.3,110.7,23.5
F2,T2,2021-01-12,0.86,27.0,132.3,56.0
F2,T2,2021-01-13,0.89,30.6,185.4,59.6
F2,T2,2021-01-14,0.79,17.2,91.8,51.5
F2,T2,2021-01-15,0.51,16.1,13.4,49.2
F2,T2,2021-01-16,0.75,22.4,21.1,49.3
F2,T2,2021-01-17,0.66,20.3,130.5,42.4
F2,T2,2021-01-18,0.68,27.8,54.2,51.8
F2,T2,2021-01-19,0.61,18.2,156.5,48.3
F2,T2,2021-01-20,0.59,17.3,167.7,51.1
F2,T2,2021-01-21,0.66,28.2,24.8,40.3
F2,T2,2021-01-22,0.51,22.8,15.0,39.0
F2,T2,2021-01-23,0.71,23.9,9.1,34.5
F2,T2,2021-01-24,0.88,22.4,143.0,34.8
F2,T2,2021-01-25,0.71,26.3,190.1,24.4
F2,T2,2021-01-26,0.52,27.2,189.8,59.6
F2,T2,2021-01-27,0.74,24.4,129.0,42.2
F2,T2,2021-01-28,0.82,32.5,149.3,39.9
F2,T2,2021-01-29,0.73,27.8,91.1,38.3
F2,T2,2021-01-30,0.51,18.5,97.7,52.9
F2,T2,2021-01-31,0.64,25.5,69.0,24.2
F2,T2,2021-02-01,0.98,32.1,15.7,48.8
F2,T2,2021-02-02,0.67,34.9,60.5,29.5
F2,T2,2021-02-03,0.78,31.7,38.5,48.4
F2,T2,2021-02-04,0.53,33.4,16.2,56.6
F2,T2,2021-02-05,0.75,24.0,194.7,59.6
F2,T2,2021-02-06,0.83,17.5,101.2,41.2
F2,T2,2021-02-07,0.76,26.4,3.7,48.4
F2,T2,2021-02-08,0.86,17.3,114.0,42.7
F2,T2,2021-02-09,0.84,16.7,125.3,31.2
F2,T2,2021-02-10,0.75,30.5,141.1,24.8
F2,T2,2021-02-11,0.8,34.4,31.4,54.1
F2,T2,2021-02-12,0.85,30.5,56.4,31.5
F2,T2,2021-02-13,0.95,22.2,12.6,44.0
F2,T2,2021-02-14,0.56,30.9,128.3,55.0
F2,T2,2021-02-15,0.89,17.2,76.2,51.0
F2,T2,2021-02-16,0.71,34.4,147.1,20.6
F2,T2,2021-02-17,0.94,17.0,28.1,49.4
F2,T2,2021-02-18,0.93,25.7,57.8,34.1
F2,T2,2021-02-19,0.67,21.5,48.6,44.4
F2,T2,2021-02-20,0.95,21.1,37.3,53.5
F2,T2,2021-02-21,0.87,33.6,33.1,25.8
F2,T2,2021-02-22,0.77,27.3,96.0,44.0
F2,T2,2021-02-23,0.59,24.6,131.6,37.3
F2,T2,2021-02-24,0.84,24.0,66.7,32.1
F2,T2,2021-02-25,0.71,15.5,133.7,53.8
F2,T2,2021-02-26,0.68,15.9,197.4,30.5
F2,T2,2021-02-27,0.56,22.4,147.7,31.8
F2,T2,2021-02-28,0.79,23.3,23.6,33.2
F2,T2,2021-03-01,0.86,27.2,24.0,26.5
F2,T2,2021-03-02,0.82,31.3,69.9,43.8
F2,T2,2021-03-03,0.59,21.2,4.1,50.7
F2,T2,2021-03-04,0.7,31.3,141.7,53.1
F2,T2,2021-03-05,0.64,18.7,194.4,48.7
F2,T2,2021-03-06,0.92,15.3,70.9,49.7
F2,T2,2021-03-07,0.54,26.3,85.8,20.7
F2,T2,2021-03-08,0.62,20.7,22.4,45.3
F2,T2,2021-03-09,0.62,20.6,179.6,38.7
F2,T2,2021-03-10,0.7,29.5,181.9,21.0
F2,T2,2021-03-11,0.72,27.2,63.7,50.9
F2,T2,2021-03-12,0.99,33.9,53.2,29.1
F2,T2,2021-03-13,0.98,24.2,41.7,48.3
F2,T2,2021-03-14,0.64,20.3,175.8,26.5
F2,T2,2021-03-15,0.53,20.4,121.4,24.9
F2,T2,2021-03-16,0.74,27.5,169.7,29.2
F2,T2,2021-03-17,0.91,19.7,135.4,37.2
F2,T2,2021-03-18,0.56,29.3,43.6,27.1
F2,T2,2021-03-19,0.68,28.1,46.8,27.3
F2,T2,2021-03-20,0.5,24.4,85.7,29.4
F2,T2,2021-03-21,0.53,23.6,157.6,48.6
F2,T2,2021-03-22,0.93,15.2,193.3,33.7
F2,T2,2021-03-23,1.0,20.1,94.3,34.2
F2,T2,2021-03-24,0.68,31.8,149.3,59.7
F2,T2,2021-03-25,0.81,24.3,18.0,59.9
F2,T2,2021-03-26,0.78,29.0,81.3,41.9
F2,T2,2021-03-27,0.97,18.3,58.5,26.1
F2,T2,2021-03-28,0.9,16.2,16.3,31.9
F2,T2,2021-03-29,0.76,23.1,9.0,58.3
F2,T2,2021-03-30,0.98,20.6,146.3,43.1
F2,T2,2021-03-31,0.62,20.2,98.2,36.8
F2,T2,2021-04-01,0.65,31.2,96.3,46.2
F2,T2,2021-04-02,0.59,25.7,63.6,41.1
F2,T2,2021-04-03,0.89,30.4,70.8,47.8
F2,T2,2021-04-04,0.97,27.5,29.7,47.2
F2,T2,2021-04-05,0.55,32.4,103.3,35.4
F2,T2,2021-04-06,0.53,22.6,180.6,20.8
F2,T2,2021-04-07,0.74,33.6,79.0,37.1
F2,T2,2021-04-08,0.79,24.3,33.7,20.7
F2,T2,2021-04-09,0.8,33.4,21.3,28.4
F2,T2,2021-04-10,0.69,31.2,53.9,55.3
F2,T2,2021-04-11,0.53,33.8,112.1,46.4
F2,T2,2021-04-12,0.68,30.6,33.3,22.0
F2,T2,2021-04-13,0.7,32.1,151.0,40.7
F2,T2,2021-04-14,0.79,17.6,168.1,51.5
F2,T2,2021-04-15,0.83,24.3,192.9,55.2
F2,T2,2021-04-16,0.82,22.4,123.6,43.0
F2,T2,2021-04-17,0.7,21.1,81.4,43.0
F2,T2,2021-04-18,0.71,20.3,152.2,41.3
F2,T2,2021-04-19,0.53,22.4,177.0,50.2
F2,T2,2021-04-20,0.66,33.8,15.3,58.4
F2,T2,2021-04-21,0.62,15.2,86.8,34.4
F2,T2,2021-04-22,0.77,30.9,168.5,36.0
F2,T2,2021-04-23,0.71,18.0,9.5,45.6
F2,T2,2021-04-24,0.53,29.7,107.8,27.9
F2,T2,2021-04-25,0.77,18.7,87.7,52.0
F2,T2,2021-04-26,0.73,18.0,144.8,27.5
F2,T2,2021-04-27,0.87,24.6,90.7,54.1
F2,T2,2021-04-28,0.85,15.7,59.2,54.8
F2,T2,2021-04-29,0.51,25.9,145.6,44.9
F2,T2,2021-04-30,0.88,29.5,138.4,52.9
F2,T2,2021-05-01,0.82,23.0,94.4,48.7
F2,T2,2021-05-02,0.94,20.4,68.4,57.2
F2,T2,2021-05-03,0.79,18.6,132.7,59.6
F2,T2,2021-05-04,0.91,29.9,41.6,55.0
F2,T2,2021-05-05,0.76,32.8,66.0,22.5
F2,T2,2021-05-06,0.74,20.4,143.0,58.3
F2,T2,2021-05-07,0.85,32.7,90.6,50.9
F2,T2,2021-05-08,0.92,29.2,101.6,45.0
F2,T2,2021-05-09,0.85,20.1,161.9,58.0
F2,T2,2021-05-10,0.73,29.0,147.4,46.5
F2,T2,2021-05-11,0.77,32.6,89.8,22.4
F2,T2,2021-05-12,0.92,28.5,169.9,25.5
F2,T2,2021-05-13,0.52,33.7,29.5,52.4
F2,T2,2021-05-14,0.91,29.2,26.3,46.7
F2,T2,2021-05-15,0.94,23.5,82.7,37.7
F2,T2,2021-05-16,0.54,32.8,173.8,59.9
F2,T2,2021-05-17,0.79,30.0,40.5,46.7
F2,T2,2021-05-18,0.82,33.0,166.2,57.5
F2,T2,2021-05-19,0.93,32.4,12.7,53.8
F2,T2,2021-05-20,0.8,22.6,11.3,47.1
F2,T2,2021-05-21,0.66,24.4,136.3,56.5
F2,T2,2021-05-22,0.91,24.0,77.6,29.6
F2,T2,2021-05-23,0.69,17.2,194.2,43.0
F2,T2,2021-05-24,0.56,22.1,109.4,41.3
F2,T2,2021-05-25,0.52,34.0,55.1,20.6
F2,T2,2021-05-26,0.54,26.6,27.6,21.7
F2,T2,2021-05-27,0.69,27.5,22.4,32.5
F2,T2,2021-05-28,0.71,18.2,101.2,23.4
F2,T2,2021-05-29,0.52,25.4,49.6,23.8
F2,T2,2021-05-30,0.71,33.3,144.8,52.6
F2,T2,2021-05-31,0.94,34.5,152.6,44.3
F2,T2,2021-06-01,0.68,18.6,137.3,59.8
F2,T2,2021-06-02,0.73,29.5,99.0,37.3
F2,T2,2021-06-03,0.71,25.1,73.4,50.0
F2,T2,2021-06-04,0.94,32.7,45.5,55.8
F2,T2,2021-06-05,0.67,21.2,145.4,32.2
F2,T2,2021-06-06,0.53,22.5,144.3,33.1
F2,T2,2021-06-07,0.81,28.2,146.7,55.9
F2,T2,2021-06-08,0.72,18.3,63.8,37.3
F2,T2,2021-06-09,0.86,15.3,63.2,51.2
F2,T2,2021-06-10,0.84,29.6,162.4,51.3
F2,T2,2021-06-11,0.84,23.8,196.7,42.8
F2,T2,2021-06-12,0.6,20.9,138.7,57.0
F2,T2,2021-06-13,0.59,16.6,176.3,56.6
F2,T2,2021-06-14,0.64,22.5,132.0,33.2
F2,T2,2021-06-15,0.94,17.2,7.6,28.3
F2,T2,2021-06-16,0.64,17.3,13.1,50.2
F2,T2,2021-06-17,0.58,33.3,73.6,46.8
F2,T2,2021-06-18,0.61,19.8,114.9,42.4
F2,T2,2021-06-19,0.88,30.2,134.1,38.0
F2,T2,2021-06-20,0.95,27.5,198.0,52.8
F2,T2,2021-06-21,0.52,21.4,114.4,48.9
F2,T2,2021-06-22,0.78,30.7,56.5,27.4
F2,T2,2021-06-23,0.53,26.5,137.7,33.0
F2,T2,2021-06-24,0.81,16.0,19.9,48.1
F2,T2,2021-06-25,0.68,28.4,166.3,54.1
F2,T2,2021-06-26,0.59,24.7,146.8,51.0
F2,T2,2021-06-27,0.89,19.6,38.5,43.6
F2,T2,2021-06-28,0.87,21.4,20.9,48.7
F2,T2,2021-06-29,0.65,18.3,29.5,32.6
F2,T2,2021-06-30,0.8,22.2,4.1,23.9
F2,T2,2021-07-01,0.65,28.2,19.7,42.4
F2,T2,2021-07-02,0.56,19.2,34.4,22.7
F2,T2,2021-07-03,0.84,24.3,166.2,24.0
F2,T2,2021-07-04,0.57,21.1,153.2,32.2
F2,T2,2021-07-05,0.7,21.0,16.0,57.6
F2,T2,2021-07-06,0.77,30.8,131.7,40.6
F2,T2,2021-07-07,0.54,27.9,31.1,36.6
F2,T2,2021-07-08,0.81,30.6,137.0,46.9
F2,T2,2021-07-09,0.57,21.9,8.6,48.8
F2,T2,2021-07-10,0.98,20.3,17.5,39.0
F2,T2,2021-07-11,0.93,26.0,9.4,59.0
F2,T2,2021-07-12,0.91,17.6,184.4,38.0
F2,T2,2021-07-13,0.69,24.2,166.9,46.4
F2,T2,2021-07-14,0.53,34.2,29.6,49.8
F2,T2,2021-07-15,0.82,18.8,34.1,54.8
F2,T2,2021-07-16,0.71,28.1,100.8,49.1
F2,T2,2021-07-17,0.74,20.7,72.7,54.4
F2,T2,2021-07-18,0.73,19.3,186.9,51.9
F2,T2,2021-07-19,0.53,35.0,139.0,26.4
F2,T2,2021-07-20,0.62,28.8,156.0,29.6
F2,T2,2021-07-21,0.63,21.1,119.6,26.9
F2,T2,2021-07-22,0.55,28.6,155.8,40.0
F2,T2,2021-07-23,0.68,23.6,77.7,58.4
F2,T2,2021-07-24,0.88,19.2,76.8,41.8
F2,T2,2021-07-25,0.81,24.4,162.0,50.7
F2,T2,2021-07-26,0.75,32.1,150.2,51.1
F2,T2,2021-07-27,0.98,20.3,53.5,55.6
F2,T2,2021-07-28,0.89,33.5,12.6,45.1
F2,T2,2021-07-29,0.57,25.1,31.1,25.1
F2,T2,2021-07-30,0.51,27.6,71.8,24.2
F2,T2,2021-07-31,0.66,18.4,188.3,32.8
F2,T2,2021-08-01,0.67,31.8,129.6,48.4
F2,T2,2021-08-02,0.82,33.9,41.4,59.6
F2,T2,2021-08-03,0.92,26.8,132.5,46.0
F2,T2,2021-08-04,0.53,19.4,192.3,41.4
F2,T2,2021-08-05,0.69,30.2,104.9,20.5
F2,T2,2021-08-06,0.87,29.6,33.0,58.3
F2,T2,2021-08-07,0.61,24.2,22.9,44.1
F2,T2,2021-08-08,0.69,22.1,165.4,20.4
F2,T2,2021-08-09,0.9,26.4,197.2,43.6
F2,T2,2021-08-10,0.53,16.0,176.6,53.6
F2,T2,2021-08-11,0.67,27.4,97.9,58.7
F2,T2,2021-08-12,0.97,34.7,173.3,56.4
F2,T2,2021-08-13,0.61,31.6,141.8,58.5
F2,T2,2021-08-14,0.79,16.7,119.5,47.5
F2,T2,2021-08-15,0.61,22.9,119.7,35.0
F2,T2,2021-08-16,0.69,17.7,188.1,50.0
F2,T2,2021-08-17,0.5,30.3,148.0,20.4
F2,T2,2021-08-18,0.68,27.1,90.6,51.1
F2,T2,2021-08-19,0.71,18.1,195.3,29.7
F2,T2,2021-08-20,0.86,17.9,65.8,37.7
F2,T2,2021-08-21,0.6,24.0,31.4,42.4
F2,T2,2021-08-22,0.83,16.2,174.2,27.4
F2,T2,2021-08-23,0.61,28.2,93.8,40.0
F2,T2,2021-08-24,0.56,31.1,123.4,25.4
F2,T2,2021-08-25,0.69,31.2,113.7,24.3
F2,T2,2021-08-26,0.69,19.9,103.5,53.7
F2,T2,2021-08-27,0.72,23.7,181.1,43.0
F2,T2,2021-08-28,0.78,20.2,121.5,43.0
F2,T2,2021-08-29,0.7,34.8,176.4,50.0
F2,T2,2021-08-30,0.77,24.2,37.0,32.2
F2,T2,2021-08-31,0.89,24.1,176.5,25.9
F2,T2,2021-09-01,0.75,27.9,103.4,55.6
F2,T2,2021-09-02,0.99,17.3,26.0,25.2
F2,T2,2021-09-03,0.84,22.5,146.7,36.2
F2,T2,2021-09-04,0.81,30.4,109.6,41.6
F2,T2,2021-09-05,0.54,23.2,109.2,38.5
F2,T2,2021-09-06,0.95,33.1,164.4,35.0
F2,T2,2021-09-07,0.86,22.9,46.5,33.7
F2,T2,2021-09-08,0.54,21.6,92.1,58.2
F2,T2,2021-09-09,0.66,33.0,45.8,27.6
F2,T2,2021-09-10,0.76,28.5,8.9,28.8
F2,T2,2021-09-11,0.73,21.6,142.5,40.4
F2,T2,2021-09-12,0.58,32.9,58.6,49.2
F2,T2,2021-09-13,0.89,34.3,99.7,44.6
F2,T2,2021-09-14,0.67,28.6,92.7,37.5
F2,T2,2021-09-15,0.93,16.0,176.4,54.1
F2,T2,2021-09-16,0.75,24.8,72.4,59.8
F2,T2,2021-09-17,0.56,26.8,136.3,57.4
F2,T2,2021-09-18,0.89,27.9,23.4,34.9
F2,T2,2021-09-19,0.57,32.6,149.9,50.3
F2,T2,2021-09-20,0.83,25.1,30.0,33.2
F2,T2,2021-09-21,0.57,29.5,32.0,48.1
F2,T2,2021-09-22,0.85,24.2,27.0,32.6
F2,T2,2021-09-23,0.66,29.0,22.7,53.2
F2,T2,2021-09-24,0.88,18.7,143.8,46.7
F2,T2,2021-09-25,0.87,18.8,31.5,29.5
F2,T2,2021-09-26,0.68,30.9,147.6,57.0
F2,T2,2021-09-27,0.53,15.2,139.8,31.2
F2,T2,2021-09-28,0.67,25.9,20.5,45.7
F2,T2,2021-09-29,0.66,27.7,166.8,26.8
F2,T2,2021-09-30,0.97,25.6,184.6,28.3
F2,T2,2021-10-01,0.8,23.1,154.8,44.2
F2,T2,2021-10-02,0.75,33.3,75.4,28.8
F2,T2,2021-10-03,0.8,27.5,87.8,39.5
F2,T2,2021-10-04,0.98,29.7,22.1,28.5
F2,T2,2021-10-05,0.99,29.5,183.0,32.2
F2,T2,2021-10-06,0.87,29.3,58.9,42.0
F2,T2,2021-10-07,0.81,24.6,165.4,53.3
F2,T2,2021-10-08,0.93,31.1,97.6,35.3
F2,T2,2021-10-09,0.92,24.8,49.3,40.3
F2,T2,2021-10-10,0.57,28.8,67.2,30.4
F2,T2,2021-10-11,0.98,30.5,157.4,44.9
F2,T2,2021-10-12,0.92,30.2,119.8,58.4
F2,T2,2021-10-13,0.6,33.9,80.3,41.1
F2,T2,2021-10-14,0.56,25.8,122.2,59.9
F2,T2,2021-10-15,0.99,34.3,69.7,59.7
F2,T2,2021-10-16,0.73,32.0,43.3,40.2
F2,T2,2021-10-17,0.98,33.9,136.7,51.9
F2,T2,2021-10-18,0.59,29.4,123.6,23.7
F2,T2,2021-10-19,0.56,17.2,144.9,25.7
F2,T2,2021-10-20,0.73,22.1,110.1,48.3
F2,T2,2021-10-21,0.84,25.3,92.9,35.9
F2,T2,2021-10-22,0.93,21.6,51.9,49.7
F2,T2,2021-10-23,0.68,31.9,65.6,48.1
F2,T2,2021-10-24,0.52,22.7,68.6,52.7
F2,T2,2021-10-25,0.98,24.2,165.0,48.0
F2,T2,2021-10-26,0.98,31.2,15.5,48.5
F2,T2,2021-10-27,0.77,15.3,50.3,56.9
F2,T2,2021-10-28,0.96,31.0,196.4,52.3
F2,T2,2021-10-29,0.51,20.8,6.1,23.8
F2,T2,2021-10-30,0.61,25.1,169.5,54.5
F2,T2,2021-10-31,0.81,33.6,100.0,55.6
F2,T2,2021-11-01,0.73,20.5,183.3,35.5
F2,T2,2021-11-02,0.75,21.6,132.6,59.8
F2,T2,2021-11-03,0.51,33.0,0.8,34.6
F2,T2,2021-11-04,0.58,30.1,10.1,42.1
F2,T2,2021-11-05,0.65,17.7,154.4,28.7
F2,T2,2021-11-06,0.61,20.5,117.4,46.4
F2,T2,2021-11-07,0.51,19.8,86.2,33.3
F2,T2,2021-11-08,0.94,30.8,125.2,33.5
F2,T2,2021-11-09,0.85,31.9,119.0,51.4
F2,T2,2021-11-10,0.87,26.4,62.4,49.8
F2,T2,2021-11-11,0.6,30.6,160.9,52.9
F2,T2,2021-11-12,0.74,18.8,19.9,49.7
F2,T2,2021-11-13,0.94,28.0,28.8,57.4
F2,T2,2021-11-14,0.99,23.7,119.0,51.1
F2,T2,2021-11-15,0.87,34.4,23.0,43.2
F2,T2,2021-11-16,0.85,32.8,174.8,59.1
F2,T2,2021-11-17,0.76,31.6,85.5,36.9
F2,T2,2021-11-18,0.63,31.4,197.2,30.3
F2,T2,2021-11-19,0.53,31.3,124.0,58.4
F2,T2,2021-11-20,0.63,16.4,98.5,23.4
F2,T2,2021-11-21,0.63,17.5,44.8,24.2
F2,T2,2021-11-22,0.98,20.6,88.8,55.9
F2,T2,2021-11-23,0.84,27.4,141.1,53.2
F2,T2,2021-11-24,0.94,27.9,178.0,41.4
F2,T2,2021-11-25,0.64,32.6,108.3,56.2
F2,T2,2021-11-26,0.52,23.0,189.6,30.0
F2,T2,2021-11-27,0.97,34.1,176.4,42.5
F2,T2,2021-11-28,0.82,32.4,155.2,45.2
F2,T2,2021-11-29,0.99,28.7,195.1,22.3
F2,T2,2021-11-30,0.57,24.0,77.0,51.3
F2,T2,2021-12-01,0.58,34.5,63.0,37.2
F2,T2,2021-12-02,0.64,26.6,11.7,26.0
F2,T2,2021-12-03,0.87,18.7,47.1,51.7
F2,T2,2021-12-04,0.55,23.7,4.6,33.9
F2,T2,2021-12-05,0.85,16.8,177.7,56.4
F2,T2,2021-12-06,0.55,34.8,59.5,23.4
F2,T2,2021-12-07,0.5,23.2,126.0,33.3
F2,T2,2021-12-08,0.92,29.3,70.0,49.4
F2,T2,2021-12-09,0.97,16.9,61.2,38.5
F2,T2,2021-12-10,0.75,25.8,60.1,46.7
F2,T2,2021-12-11,0.82,26.6,22.8,39.1
F2,T2,2021-12-12,0.68,24.8,184.4,39.2
F2,T2,2021-12-13,0.51,23.8,164.1,51.2
F2,T2,2021-12-14,0.76,20.0,93.0,42.5
F2,T2,2021-12-15,1.0,27.9,138.9,39.7
F2,T2,2021-12-16,0.68,31.3,99.0,59.8
F2,T2,2021-12-17,0.73,16.4,136.5,21.9
F2,T2,2021-12-18,0.63,22.1,147.9,39.8
F2,T2,2021-12-19,0.51,27.3,82.3,56.9
F2,T2,2021-12-20,0.75,29.2,43.8,50.4
F2,T2,2021-12-21,0.86,33.1,6.8,37.9
F2,T2,2021-12-22,0.84,16.9,82.1,57.7
F2,T2,2021-12-23,0.72,34.7,11.4,48.7
F2,T2,2021-12-24,0.79,25.0,194.2,25.2
F2,T2,2021-12-25,0.95,28.8,51.8,56.1
F2,T2,2021-12-26,0.71,31.3,77.8,54.0
F2,T2,2021-12-27,0.82,17.8,129.9,27.7
F2,T2,2021-12-28,0.71,18.4,4.4,28.5
F2,T2,2021-12-29,0.77,24.6,100.3,29.9
F2,T2,2021-12-30,0.84,29.1,71.6,55.2
F2,T2,2021-12-31,0.82,29.3,55.5,20.0
F2,T2,2022-01-01,0.93,31.4,24.6,35.0
F2,T2,2022-01-02,0.83,28.0,172.1,25.6
F2,T2,2022-01-03,0.71,16.9,77.9,20.6
F2,T2,2022-01-04,0.95,25.5,170.0,22.4
F2,T2,2022-01-05,0.61,20.2,77.3,52.1
F2,T2,2022-01-06,0.69,19.1,13.0,23.2
F2,T2,2022-01-07,0.88,23.9,145.2,47.3
F2,T2,2022-01-08,0.57,17.9,151.1,48.9
F2,T2,2022-01-09,0.69,16.5,2.4,31.5
F2,T2,2022-01-10,0.5,19.6,83.9,24.9
F2,T2,2022-01-11,0.55,32.9,117.1,57.4
F2,T2,2022-01-12,0.67,28.5,40.9,44.7
F2,T2,2022-01-13,0.56,15.0,186.3,42.2
F2,T2,2022-01-14,0.96,21.7,65.6,36.0
F2,T2,2022-01-15,0.85,26.3,185.1,21.0
F2,T2,2022-01-16,0.85,21.6,36.0,40.4
F2,T2,2022-01-17,0.75,17.7,40.4,36.3
F2,T2,2022-01-18,0.7,21.4,29.7,20.2
F2,T2,2022-01-19,0.99,33.9,96.7,59.8
F2,T2,2022-01-20,0.84,16.4,23.5,56.6
F2,T2,2022-01-21,0.82,31.9,179.7,37.9
F2,T2,2022-01-22,0.52,18.8,13.3,27.5
F2,T2,2022-01-23,0.71,17.4,33.3,37.8
F2,T2,2022-01-24,0.67,24.4,85.8,45.8
F2,T2,2022-01-25,0.97,17.2,19.9,54.1
F2,T2,2022-01-26,0.75,30.3,43.1,53.2
F2,T2,2022-01-27,0.96,27.7,21.2,55.8
F2,T2,2022-01-28,0.9,30.0,7.3,52.0
F2,T2,2022-01-29,0.57,19.4,115.4,30.6
F2,T2,2022-01-30,0.83,27.2,21.6,46.2
F2,T2,2022-01-31,0.96,18.2,119.4,33.7
F2,T2,2022-02-01,0.73,20.7,70.8,21.2
F2,T2,2022-02-02,0.99,27.5,100.1,35.3
F2,T2,2022-02-03,0.77,22.6,72.0,38.6
F2,T2,2022-02-04,0.64,18.6,111.3,53.7
F2,T2,2022-02-05,0.58,15.7,49.4,59.2
F2,T2,2022-02-06,0.91,26.9,185.8,37.8
F2,T2,2022-02-07,0.99,20.9,48.1,45.5
F2,T2,2022-02-08,0.69,27.5,61.0,44.7
F2,T2,2022-02-09,0.64,16.0,182.4,55.3
F2,T2,2022-02-10,0.99,29.3,136.5,42.4
F2,T2,2022-02-11,0.56,18.8,57.9,55.6
F2,T2,2022-02-12,0.59,33.5,104.6,48.6
F2,T2,2022-02-13,0.56,20.4,191.7,30.6
F2,T2,2022-02-14,0.65,19.0,25.8,29.3
F2,T2,2022-02-15,0.82,24.1,110.8,24.9
F2,T2,2022-02-16,0.9,30.7,4.3,35.3
F2,T2,2022-02-17,0.53,30.8,147.5,56.1
F2,T2,2022-02-18,0.62,24.1,36.9,34.8
F2,T2,2022-02-19,0.76,16.1,143.0,41.7
F2,T2,2022-02-20,0.91,20.4,180.7,59.9
F2,T2,2022-02-21,0.96,30.6,162.5,42.9
F2,T2,2022-02-22,0.6,28.5,142.6,59.4
F2,T2,2022-02-23,0.77,20.4,136.7,59.2
F2,T2,2022-02-24,0.59,21.5,108.4,26.8
F2,T2,2022-02-25,0.51,21.7,173.1,21.7
F2,T2,2022-02-26,0.71,30.2,190.6,59.4
F2,T2,2022-02-27,0.71,34.0,7.1,49.8
F2,T2,2022-02-28,0.82,20.0,101.5,25.2
F2,T2,2022-03-01,0.94,22.2,125.2,26.4
F2,T2,2022-03-02,0.6,34.8,150.6,58.5
F2,T2,2022-03-03,0.65,18.3,100.6,39.8
F2,T2,2022-03-04,0.59,29.7,72.4,27.5
F2,T2,2022-03-05,0.67,26.3,145.3,39.3
F2,T2,2022-03-06,0.76,17.8,182.9,57.1
F2,T2,2022-03-07,0.84,15.4,107.4,45.2
F2,T2,2022-03-08,1.0,34.9,171.5,22.6
F2,T2,2022-03-09,0.98,27.3,160.2,36.3
F2,T2,2022-03-10,0.66,24.3,29.4,34.3
F2,T2,2022-03-11,0.93,15.8,30.2,25.0
F2,T2,2022-03-12,0.7,34.9,34.7,25.8
F2,T2,2022-03-13,0.96,32.6,6.4,50.1
F2,T2,2022-03-14,0.83,30.4,98.9,59.7
F2,T2,2022-03-15,0.52,19.7,79.3,38.0
